time_start,model,launch_place,regiune_standard,target_main,target,ora_lansarii,este_sezon_rece,este_noapte,distanta_front_km,scor_infrastructura,vreme_severa,atac
2025-02-28 05:48:00,Shahed-136/131,Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo,Ivano-Frankivsk oblast,Lviv oblast,Ukraine,5,0,1,748.51,6.4,1,1
2025-01-30 17:07:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Millerovo and Hvardiiske, Crimea",Sumy oblast,Starokostiantyniv,Ukraine,17,1,0,294.31,6.4,1,1
2025-03-04 12:25:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Chernihiv oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,12,1,0,173.77,7.2,1,1
2025-10-02 05:57:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo",Sumy oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Odesa oblast,5,1,1,5.0,10.0,1,0
2025-12-05 09:21:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Hvardiiske, Crimea",Zakarpattia oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,9,0,0,479.52,8.5,0,1
2025-04-23 17:51:00,Shahed-136/131,Millerovo,Kyiv (Oraș),Kremenchuk,Odesa oblast,17,0,0,469.74,2.8,0,0
2025-11-20 18:52:00,Iskander-M/KN-23,Kursk oblast and Millerovo,Zhytomyr oblast,Dnipropetrovsk oblast,Ukraine,18,1,0,368.24,4.4,0,1
2025-03-03 14:00:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Shatalovo and Hvardiiske, Crimea",Ternopil oblast,Kyiv oblast,Odesa oblast,14,0,0,5.0,8.3,1,1
2025-07-31 02:04:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast,Zaporizhzhia oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Ukraine,2,1,1,316.78,10.0,0,0
2025-03-06 00:38:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo and Shatalovo",Rivne oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,0,1,1,118.17,1.0,1,1
2025-05-22 03:54:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast",Sumy oblast,Kyiv,Ukraine,3,1,1,5.0,5.6,1,1
2025-08-21 08:38:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Millerovo and Shatalovo",Kyiv (Oblast),Lviv oblast,Odesa oblast,8,1,0,185.76,6.7,0,0
2025-02-21 12:56:00,Iskander-M/KN-23,Kursk oblast and Millerovo and Shatalovo,Kyiv (Oblast),Poltava oblast,Odesa oblast,12,1,0,93.14,5.1,1,0
2025-09-10 00:07:00,Shahed-136/131,"Kursk oblast and Oryol oblast and and Shatalovo and Hvardiiske, Crimea",Donetsk oblast,Poltava oblast,Ukraine,0,0,1,5.0,10.0,0,0
2025-04-23 15:48:00,Shahed-136/131,Crimea and Bryansk oblast and Taganrog and Yeysk,Zaporizhzhia oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Ukraine,15,0,0,250.87,5.7,1,0
2025-11-08 16:38:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo",Lviv oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Ukraine,16,0,0,412.93,2.0,0,1
2025-03-16 17:33:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast",Volyn oblast,front line,Odesa oblast,17,1,0,5.0,10.0,1,0
2025-02-04 16:56:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast,Kherson oblast,Lviv oblast,Odesa oblast,16,1,0,243.16,8.2,1,0
2025-03-12 12:57:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast and Millerovo",Kyiv (Oraș),front line,Odesa oblast,12,0,0,315.92,3.9,1,0
2026-01-14 11:49:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Oryol oblast",Rivne oblast,Kharkiv oblast and Poltava oblast,Ukraine,11,1,0,168.18,7.2,0,1
2025-12-31 08:44:00,Shahed-136/131,"Primorsko-Akhtarsk and Bryansk oblast and Millerovo and Shatalovo and Hvardiiske, Crimea and Zaporizhzhia oblast, Prymorsk",Zaporizhzhia oblast,Dnipropetrovsk oblast,Odesa oblast,8,1,0,363.77,7.2,0,1
2025-10-29 11:48:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Lviv oblast,Kyiv,Ukraine,11,1,0,5.0,8.4,1,0
2025-04-17 21:28:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Shatalovo,Dnipropetrovsk oblast,Donetsk oblast,Ukraine,21,1,1,153.85,7.8,0,1
2026-02-02 11:14:00,Iskander-M/KN-23,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Donetsk oblast,Vinnytsia oblast,Donetsk oblast,Odesa oblast,11,1,0,98.83,4.6,1,1
2025-01-27 03:12:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Bryansk oblast and Millerovo",Kyiv (Oblast),front line,Ukraine,3,1,1,227.26,7.9,0,0
2025-09-19 01:08:00,Iskander-M/KN-23,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Ternopil oblast,Kyiv,Ukraine,1,1,1,170.37,7.7,0,0
2025-02-08 06:25:00,Iskander-M/KN-23,Crimea and Bryansk oblast and Taganrog and Yeysk,Kirovohrad oblast,Lutsk oblast,Ukraine,6,1,0,127.19,7.6,0,1
2025-10-03 23:08:00,Iskander-M/KN-23,Kursk oblast and Millerovo,Volyn oblast,Dnipropetrovsk oblast,Ukraine,23,0,1,5.9,5.1,1,1
2025-08-22 20:16:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast,Sumy oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,20,1,0,233.22,5.9,1,1
2025-03-19 14:05:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Bryansk oblast and Millerovo",Cherkasy oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Odesa oblast,14,1,0,59.48,5.5,0,0
2025-08-22 20:16:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo and Shatalovo",Zakarpattia oblast,Kyiv oblast,Odesa oblast,20,1,0,177.83,3.6,0,0
2025-08-18 15:00:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo",Vinnytsia oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,15,1,0,51.38,8.4,1,0
2025-04-10 19:01:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Hvardiiske, Crimea",Kherson oblast,Starokostiantyniv,Ukraine,19,1,0,5.0,7.5,1,0
2025-05-01 04:54:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo,Poltava oblast,Lutsk oblast,Odesa oblast,4,1,1,245.89,6.0,1,0
2025-02-04 18:06:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Poltava oblast,Kyiv oblast,Ukraine,18,1,0,305.17,9.7,1,0
2025-12-31 23:59:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Shatalovo,Chernivtsi oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Odesa oblast,23,1,1,542.99,5.9,1,0
2025-03-26 01:00:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Hvardiiske, Crimea",Khmelnytskyi oblast,Kharkiv oblast and Poltava oblast,Ukraine,1,0,1,115.43,6.1,1,1
2025-05-03 04:25:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Sumy oblast,Kremenchuk,Ukraine,4,0,1,145.68,3.0,0,0
2025-05-23 11:46:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Lviv oblast,Lutsk oblast,Ukraine,11,1,0,408.84,7.2,0,0
2025-04-20 14:15:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Kherson oblast,Kremenchuk,Odesa oblast,14,0,0,577.81,4.7,0,1
2025-09-02 14:05:00,Iskander-M/KN-23,Kursk oblast and Millerovo,Khmelnytskyi oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,14,1,0,268.78,6.1,1,0
2025-08-21 09:06:00,Iskander-M/KN-23,"Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo",Odesa oblast,Kremenchuk,Ukraine,9,0,0,435.46,5.2,1,1
2025-05-02 02:14:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Shatalovo and Hvardiiske, Crimea",Kirovohrad oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,2,1,1,442.09,10.0,0,1
2025-10-10 02:09:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Khmelnytskyi oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Ukraine,2,0,1,144.55,7.5,0,1
2025-03-18 06:48:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast and Millerovo",Ivano-Frankivsk oblast,Kremenchuk,Odesa oblast,6,0,0,393.63,8.2,1,0
2025-03-14 21:10:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Millerovo",Kharkiv oblast,Lutsk oblast,Ukraine,21,1,1,387.75,6.7,0,0
2025-04-16 10:01:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Dnipropetrovsk oblast,Kyiv,Odesa oblast,10,0,0,23.94,9.2,0,0
2025-01-31 04:09:00,Iskander-M/KN-23,Kursk oblast and Bryansk oblast and Oryol oblast and Shatalovo,Poltava oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Ukraine,4,1,1,569.55,6.9,0,0
2025-11-18 00:36:00,Iskander-M/KN-23,Kursk oblast and Millerovo and Shatalovo,Khmelnytskyi oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Odesa oblast,0,1,1,5.0,3.4,1,1
2026-01-01 04:55:00,Shahed-136/131,"Kursk oblast and Oryol oblast and Hvardiiske, Crimea",Sumy oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,4,0,1,384.57,6.4,0,1
2025-06-02 23:59:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo,Kharkiv oblast,Kyiv oblast,Odesa oblast,23,1,1,509.04,6.8,0,1
2025-04-06 02:29:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast,Odesa oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Odesa oblast,2,0,1,72.24,6.7,1,0
2025-06-11 21:06:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Millerovo",Mykolaiv oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,21,1,1,332.91,7.4,0,0
2025-07-11 01:23:00,Iskander-M/KN-23,Crimea and Bryansk oblast and Taganrog and Yeysk,Volyn oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Ukraine,1,0,1,317.78,6.6,0,1
2025-05-30 03:10:00,Iskander-M/KN-23,"Kursk oblast and Oryol oblast and and Shatalovo and Hvardiiske, Crimea",Rivne oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,3,0,1,413.18,6.0,0,1
2025-05-08 03:06:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Kherson oblast,Dnipropetrovsk oblast,Odesa oblast,3,1,1,210.79,6.3,1,1
2025-06-03 14:52:00,Shahed-136/131,Kursk oblast and Millerovo and Shatalovo,Chernivtsi oblast,Kyiv,Odesa oblast,14,1,0,5.0,5.0,1,1
2025-04-23 15:07:00,Shahed-136/131,"Kursk oblast and Oryol oblast and Millerovo and Zaporizhzhia oblast, Prymorsk",Vinnytsia oblast,Donetsk oblast,Ukraine,15,1,0,5.0,4.8,1,1
2025-03-19 19:25:00,Iskander-M/KN-23,Kursk oblast and Millerovo,Chernihiv oblast,Starokostiantyniv,Ukraine,19,0,0,343.28,8.8,0,1
2026-01-20 07:50:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Bryansk oblast and Millerovo",Ternopil oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,7,0,0,40.16,5.8,0,1
2025-03-10 10:19:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Shatalovo,Poltava oblast,Lviv oblast,Ukraine,10,1,0,242.14,7.9,0,1
2025-08-20 20:16:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast and Millerovo",Khmelnytskyi oblast,Kyiv oblast,Odesa oblast,20,1,0,328.29,2.2,1,1
2025-04-09 09:06:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Shatalovo",Sumy oblast,Donetsk oblast,Ukraine,9,0,0,5.0,6.7,0,1
2025-06-13 10:27:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo and Shatalovo",Ternopil oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,10,1,0,401.78,6.6,1,1
2025-02-02 00:27:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Millerovo and Hvardiiske, Crimea",Donetsk oblast,Lutsk oblast,Odesa oblast,0,0,1,47.26,6.9,0,1
2025-04-26 02:56:00,Iskander-M/KN-23,Bryansk oblast and Millerovo and Shatalovo,Zakarpattia oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Ukraine,2,1,1,5.0,5.5,0,1
2025-02-09 17:08:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Lviv oblast,Kyiv oblast,Odesa oblast,17,1,0,74.55,5.4,1,1
2025-03-01 18:13:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Odesa oblast,Dnipropetrovsk oblast,Ukraine,18,1,0,214.17,2.3,0,0
2025-04-21 07:57:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast",Kharkiv oblast,Kyiv,Ukraine,7,0,0,429.14,4.4,0,0
2025-06-19 02:54:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Hvardiiske, Crimea",Odesa oblast,Starokostiantyniv,Odesa oblast,2,1,1,183.26,4.9,1,0
2025-03-25 12:49:00,Shahed-136/131,Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo,Chernivtsi oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Odesa oblast,12,0,0,128.04,5.5,1,0
2025-02-22 23:58:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Bryansk oblast and Shatalovo,Chernivtsi oblast,Dnipropetrovsk oblast,Odesa oblast,23,0,1,238.32,3.6,1,0
2025-03-08 11:04:00,Shahed-136/131,Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo,Ternopil oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Ukraine,11,1,0,5.0,9.1,1,1
2025-02-01 06:56:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Hvardiiske, Crimea",Zhytomyr oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,6,0,0,235.87,7.4,1,1
2026-02-15 20:34:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Zakarpattia oblast,Poltava oblast,Odesa oblast,20,0,0,380.64,4.9,1,1
2025-07-02 04:30:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo",Vinnytsia oblast,Starokostiantyniv,Odesa oblast,4,1,1,78.69,6.6,0,1
2025-08-18 14:15:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Cherkasy oblast,Kremenchuk,Odesa oblast,14,0,0,256.9,9.3,0,0
2025-03-16 05:18:00,Iskander-M/KN-23,Bryansk oblast and Oryol oblast and Shatalovo,Ternopil oblast,Dnipropetrovsk oblast,Ukraine,5,1,1,144.76,5.5,0,0
2025-01-29 11:50:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Millerovo and Shatalovo,Poltava oblast,front line,Odesa oblast,11,1,0,759.39,1.1,1,0
2025-10-28 22:39:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Oryol oblast and Millerovo and Shatalovo",Zaporizhzhia oblast,Kremenchuk,Ukraine,22,0,1,5.0,4.0,1,1
2025-05-13 09:02:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo",Kyiv (Oraș),Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,9,1,0,5.0,5.1,1,1
2025-10-28 23:20:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo and Shatalovo",Dnipropetrovsk oblast,Kyiv,Ukraine,23,1,1,320.45,5.8,0,1
2025-02-12 10:20:00,Shahed-136/131,Kursk oblast and Oryol oblast and Millerovo,Khmelnytskyi oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Odesa oblast,10,1,0,218.72,7.9,0,0
2025-08-19 16:11:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Chernihiv oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,16,1,0,227.14,10.0,1,1
2025-04-29 01:54:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast,Kharkiv oblast,Kremenchuk,Ukraine,1,0,1,375.14,7.0,0,0
2025-03-18 23:40:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Shatalovo",Zhytomyr oblast,Donetsk oblast,Odesa oblast,23,1,1,395.44,9.2,0,0
2025-06-13 00:03:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Khmelnytskyi oblast,Starokostiantyniv,Odesa oblast,0,0,1,440.8,5.2,0,0
2025-06-02 19:59:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast",Ivano-Frankivsk oblast,Lviv oblast,Ukraine,19,0,0,85.79,5.7,0,0
2025-07-23 09:00:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Millerovo and Shatalovo,Poltava oblast,Kyiv oblast,Ukraine,9,0,0,154.26,8.5,1,1
2025-06-12 11:15:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Zaporizhzhia oblast,Poltava oblast,Odesa oblast,11,0,0,5.0,8.1,0,1
2025-08-28 10:51:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Shatalovo and Hvardiiske, Crimea",Odesa oblast,front line,Odesa oblast,10,1,0,530.26,6.8,1,1
2025-04-12 18:37:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo and Hvardiiske, Crimea",Sumy oblast,Poltava oblast,Ukraine,18,0,0,5.0,6.7,1,1
2025-08-19 20:18:00,Shahed-136/131,Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo,Khmelnytskyi oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Ukraine,20,0,0,171.79,7.2,1,0
2025-11-25 02:37:00,Iskander-M/KN-23,Crimea and Bryansk oblast and Taganrog and Yeysk,Chernihiv oblast,Kyiv oblast,Odesa oblast,2,1,1,123.81,9.5,0,0
2025-03-15 22:15:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Zaporizhzhia oblast, Prymorsk",Ternopil oblast,Lviv oblast,Ukraine,22,1,1,346.76,8.6,0,0
2025-04-21 12:01:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Kyiv (Oraș),Lviv oblast and Ternopil oblast and Kharkiv oblast,Ukraine,12,1,0,169.89,5.8,1,0
2025-01-27 16:50:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Vinnytsia oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,16,1,0,252.79,6.8,1,1
2025-01-27 19:52:00,Iskander-M/KN-23,Bryansk oblast and Millerovo and Shatalovo,Ivano-Frankivsk oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,19,1,0,5.0,3.6,0,0
2025-03-24 10:14:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast,Zhytomyr oblast,Kremenchuk,Ukraine,10,0,0,231.73,2.0,1,0
2025-02-11 10:39:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo",Khmelnytskyi oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,10,1,0,208.76,8.7,0,1
2025-11-21 12:49:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Dnipropetrovsk oblast,Starokostiantyniv,Odesa oblast,12,1,0,87.4,6.6,1,1
2025-04-20 23:36:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Hvardiiske, Crimea",Ivano-Frankivsk oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,23,1,1,180.17,9.0,0,0
2025-02-09 22:35:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo",Volyn oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Odesa oblast,22,0,1,5.0,1.6,0,1
2025-02-13 19:29:00,Iskander-M/KN-23,Bryansk oblast and Oryol oblast and Shatalovo,Vinnytsia oblast,Kyiv,Ukraine,19,1,0,176.4,6.4,1,0
2026-01-12 21:03:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Hvardiiske, Crimea",Kyiv (Oblast),Kyiv oblast,Ukraine,21,0,1,202.22,7.9,1,1
2025-05-29 21:15:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Volyn oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,21,0,1,273.94,5.5,0,1
2025-03-08 14:41:00,Iskander-M/KN-23,Bryansk oblast and Oryol oblast and Shatalovo,Zhytomyr oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,14,0,0,374.15,8.5,1,0
2026-01-13 23:36:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea and Donetsk oblast",Sumy oblast,Kyiv oblast,Odesa oblast,23,1,1,5.0,7.2,0,1
2025-03-30 01:24:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo,Vinnytsia oblast,front line,Odesa oblast,1,1,1,6.48,5.2,1,1
2025-07-11 12:55:00,Shahed-136/131,"Kursk oblast and Oryol oblast and Millerovo and Zaporizhzhia oblast, Prymorsk",Donetsk oblast,Kyiv oblast,Odesa oblast,12,0,0,5.0,5.0,0,1
2025-03-24 21:52:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo and Shatalovo",Kharkiv oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,21,1,1,245.53,3.1,0,0
2025-12-03 02:33:00,Shahed-136/131,Bryansk oblast and Oryol oblast and Shatalovo,Chernivtsi oblast,Kyiv oblast,Odesa oblast,2,0,1,108.5,3.2,0,0
2025-03-22 19:31:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Hvardiiske, Crimea",Kherson oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Ukraine,19,0,0,157.11,7.6,1,0
2025-09-07 11:54:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Lviv oblast,Kyiv oblast,Ukraine,11,1,0,248.99,3.8,0,1
2025-01-29 19:24:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Lviv oblast,Lviv oblast,Odesa oblast,19,0,0,227.26,2.5,0,0
2025-07-23 19:45:00,Iskander-M/KN-23,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske,Poltava oblast,Starokostiantyniv,Ukraine,19,1,0,253.35,6.7,1,1
2025-07-21 19:10:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Kyiv (Oraș),Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,19,0,0,640.15,4.0,0,1
2025-12-31 15:32:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo and Shatalovo",Cherkasy oblast,Dnipropetrovsk oblast,Ukraine,15,0,0,5.0,5.2,0,0
